,Unnamed: 0,Artist,Song Title,Full Title,Release Date,Year,Month,Day,Pageviews,url,featured_count,producer_count,writer_count,Song Lyrics,Artist Image,vocab,love,money,violence,drugs,gendered,sadness,joy,yes,no,gender
20,20,Deep Purple,Smoke on the Water,Smoke on the Water by Deep Purple,1972-03-25,1972,3,25.0,205554,https://genius.com/Deep-purple-smoke-on-the-water-lyrics,0,1,5,82 contributorssmoke on the water lyrics  we all came out to montreux on the lake geneva shoreline to make records with a mobile we didn't have much time but frank zappa and the mothers were at the best place around but some stupid with a flare gun burned the place to the ground  smoke on the water and fire in the sky smoke on the water  they burned down the gambling house it died with an awful sound funky claude was running in and out pulling kids out the ground when it all was over we had to find another place but swiss time was running out it seemed that we would lose the race you might also like smoke on the water and fire in the sky smoke on the water  we ended up at the grand hotel it was empty cold and bare but with the rollingtruckstonesthing just outside making our music there with a few red lights a few old beds we made a place to sweat no matter what we get out of this i know i know we'll never forget  smoke on the water and fire in the sky smoke on the water 23embed,https://images.genius.com/27f921ca0c04b8434e0d0f21aa4cc89f.371x371x1.jpg,107,0,0,1,0,28,0,0,0,4,male
21,21,Deep Purple,Soldier of Fortune,Soldier of Fortune by Deep Purple,,1974,11,,80704,https://genius.com/Deep-purple-soldier-of-fortune-lyrics,0,2,2,"20 contributorssoldier of fortune lyrics i have often told you stories about the way i lived the life of a drifter waiting for the day when i'd take your hand and sing you songs then maybe you would say ""come lay with me and love me"" and i would surely stay  but i feel i'm growing older and the songs that i have sung echo in the distance like the sound of a windmill going around i guess i'll always be a soldier of fortune  many times i've been a traveler i looked for something new in days of old when nights were cold i wandered without you but those days i thought my eyes had seen you standing near though blindness is confusing it shows that you're not here you might also like now i feel i'm growing older and the songs that i have sung echo in the distance like the sound of a windmill going around i guess i'll always be a soldier of fortune  yes i can hear the sound of a windmill going around i guess i'll always be a soldier of fortune i guess i'll always be a soldier of fortune23embed",https://images.genius.com/27f921ca0c04b8434e0d0f21aa4cc89f.371x371x1.jpg,100,1,0,0,0,17,0,0,3,2,male
22,22,Deep Purple,Child in Time,Child in Time by Deep Purple,1970-06-03,1970,6,3.0,78364,https://genius.com/Deep-purple-child-in-time-lyrics,0,1,5,46 contributorschild in time lyrics  sweet child in time you'll see the line the line that's drawn between good and bad see the blind man shooting at the world bullets flying taking toll if you've been bad oh lord i bet you have and you've not been hit oh by flying lead you'd better close your eyes ooohhhh bow your head wait for the ricochet uhhhuhhhuhhh uhhhuhhhuhhh uhhhuhuh uhhhuhh uhhhuhhhuhhh uhhhuhhhuhhh uhhhuhuh uhhhuhh ahhhahhhahhh ahhhahhhahhh ahhhahah you might also likeah i wanna hear you singing ahhhahhhahhh ahhhahhhahhh ahhhahah  aaahaaahaaah aaahaaahaaah aaahahah aaahaaahaaah aaahaaahaaah aaahahah   sweet child in time you'll see the line the line that's drawn between good and bad see the blind man shooting at the world bullets flying taking toll if you've been bad lord i bet you have and you've not been hit by flying lead you'd better close your eyes ooohhhh bow your head wait for the ricochet uhhhuhhhuhhh uhhhuhhhuhhh uhhhuhuh uhhhuhh uhhhuhhhuhhh uhhhuhhhuhhh uhhhuhuh uhhhuhh aaahaaahaaah aaahaaahaaah aaahahah ah i gotta hear you screaming aaahaaahaaah aaahaaahaaah aaahahah ah aaahaaahaaah aaahaaahaaah aaahahah aaahaaahaaah aaahaaahaaah aaahahah  oh oh oh oh god oh oh oh oh oh god no they're gonna do it help help help help help help oh oh oh oh aaaaaahhhhh aaaaaahhhhh aaaaaahhhhh ooohhhh12embed,https://images.genius.com/27f921ca0c04b8434e0d0f21aa4cc89f.371x371x1.jpg,75,0,0,2,0,25,0,0,2,3,male
23,23,Deep Purple,Perfect Strangers,Perfect Strangers by Deep Purple,1984-10-29,1984,10,29.0,73721,https://genius.com/Deep-purple-perfect-strangers-lyrics,0,2,3,21 contributorsperfect strangers lyrics can you remember remember my name as i flow through your life a thousand oceans i have flown ohohoh and cold cold spirits of ice ah ah all my life i am the echo of your past  i am returning the echo of a point in time and distant faces shine a thousand warriors i have known oh ohohoh and laughing as the spirits appear all your life shadows of another day  and if you hear me talking on the wind you've got to understand we must remain perfect strangers ah ah ah no i know i must remain inside this silent well of sorrow  a strand of silver hanging through the sky touching more than you see the voice of ages in your mind ohohoh is aching with the dead of the night ohuhoh precious life your tears are lost in falling rain  and if you hear me talking on the wind you've got to understand we must remain perfect strangers  oh ohoh oh yeahyou might also like2embed,https://images.genius.com/27f921ca0c04b8434e0d0f21aa4cc89f.371x371x1.jpg,96,0,0,0,0,13,0,1,0,4,male
24,24,Deep Purple,Highway Star,Highway Star by Deep Purple,1972-03-25,1972,3,25.0,57064,https://genius.com/Deep-purple-highway-star-lyrics,0,1,5,39 contributorshighway star lyrics nobody gonna take my car i'm gonna race it to the ground nobody gonna beat my car it's gonna break the speed of sound ooh it's a killing machine it's got everything like a driving power big fat tires and everything  i love it and i need it i bleed it  yeah it's a wild hurricane alright hold tight i'm a highway star  nobody gonna take my girl i'm gonna keep her to the end nobody gonna have my girl she stays close on every bend ooh she's a killing machine she's got everything like a moving mouth body control and everything you might also like i love her i need her i see her  yeah she turns me on alright hold tight i'm a highway star   nobody gonna take my head i got speed inside my brain nobody gonna steal my head now that i'm on the road again ooh i'm in heaven again i've got everything like a moving ground an open road and everything  i love it and i need it i seed it eight cylinders all mine alright hold tight i'm a highway star   nobody gonna take my car i'm gonna race it to the ground nobody gonna beat my car it's gonna break the speed of sound ooh it's a killing machine it's got everything like a driving power big fat tires and everything  i love it and i need it i bleed it  yeah it's a mad hurricane alright hold tight i'm a highway star i'm a highway star i'm a highway star8embed,https://images.genius.com/27f921ca0c04b8434e0d0f21aa4cc89f.371x371x1.jpg,87,4,0,4,0,27,0,0,0,9,male
25,25,Deep Purple,Hush,Hush by Deep Purple,1968-07-17,1968,7,17.0,38592,https://genius.com/Deep-purple-hush-lyrics,0,1,1,30 contributorshush lyrics nananana nanana nanana nananana nanana nanana  i got a certain little girl she's on my mind no doubt about it she looks so fine she's the best girl that i ever had sometimes she's gonna make me feel so bad  nananana nanana nanana nananana nanana nanana  hush hush i thought i heard her calling my name now hush hush she broke my heart but i love her just the same now hush hush thought i heard her calling my name now hush hush i need her loving and i'm not to blame now you might also like love love they got it early in the morning love love they got it late in the evening love love well i want that need it love love oh i gotta gotta have it  she's got loving like quicksand only took one touch of her hand to blow my mind and i'm in so deep that i can't eat and i can't sleep  nananana nanana nanana nananana nanana nanana  listen hush hush i thought i heard her calling my name now hush hush she broke my heart but i love her just the same now hush hush thought i heard her calling my name now hush hush i need her loving and i'm not to blame now love love they got it early in the morning love love they got it late in the evening love love well i want that need it love love yeah i gotta gotta have it   nananana nanana nanana nananana nanana nanana nananana nanana nanana10embed,https://images.genius.com/27f921ca0c04b8434e0d0f21aa4cc89f.371x371x1.jpg,84,20,0,0,0,51,0,0,0,11,male
26,26,Deep Purple,Burn,Burn by Deep Purple,,1974,5,,32485,https://genius.com/Deep-purple-burn-lyrics,0,1,5,"20 contributorsburn lyrics the sky is red i don't understand past midnight i still see the land people are saying the woman is damned she makes you burn with a wave of her hand the city's ablaze the town's on fire the woman's flames are reaching higher we were fools we called her a liar all i hear is ""burn""  i didn't believe she was the devil's sperm she said ""curse you all you'll never learn"" ""when i leave there's no return"" the people laughed till she said ""burn"" warning came no one cared earth was shaking we stood and stared when it came no one was spared still i hear ""burn""  you know we had no time we could not even try you know we had no time you might also like  you know we had no time we could not even try you know we had no time  the sky is red i don't understand past midnight i still see the land people are saying the woman is damned she makes you burn with a wave of her hand warning came no one cared earth was shaking we stood and stared when it came no one was spared still i hear ""burn"" 3embed",https://images.genius.com/27f921ca0c04b8434e0d0f21aa4cc89f.371x371x1.jpg,87,0,0,0,0,44,0,1,0,15,male
27,27,Deep Purple,When a Blind Man Cries,When a Blind Man Cries by Deep Purple,1972-03-25,1972,3,25.0,26805,https://genius.com/Deep-purple-when-a-blind-man-cries-lyrics,0,1,5,25 contributorswhen a blind man cries lyrics if you're leaving close the door i'm not expecting people anymore hear me grieving lying on the floor whether i'm drunk or dead i really ain't too sure  i'm a blind man i'm a blind man and my world is pale when a blind man cries lord you know there ain't a sadder tale   had a friend once in a room had a good time but it ended much too soon in a cold month in that room we found a reason for the things we had to do  i'm a blind man i'm a blind man now my room is cold when a blind man cries lord you know he feels it from his soulyou might also like3embed,https://images.genius.com/27f921ca0c04b8434e0d0f21aa4cc89f.371x371x1.jpg,76,0,0,0,0,20,1,0,1,4,male
28,28,Deep Purple,Strange Kind of Woman,Strange Kind of Woman by Deep Purple,,1971,7,,21369,https://genius.com/Deep-purple-strange-kind-of-woman-lyrics,0,1,5,"17 contributorsstrange kind of woman lyrics there once was a woman a strange kind of woman the kind that gets written down in history her name was nancy her face was nothing fancy she left a trail of happiness and misery i loved her everybody loved her she loved everyone and gave them good return i tried to take her i even tried to break her she said ""i ain't for taking won't you ever learn""  i want you i need you i got to be near you i spent my money as i took my turn i want you i need you i got to be near you ooh i got a strange kind of woman  she looked like a raver but i could never please her on wednesday mornings boy you can't go far i couldn't get her but things got better she said ""saturday nights from now on baby you're my star"" i want you i need you i got to be near you i spent my money as i took my turn i want you i need you i got to be near you ooh i got a strange kind of woman you might also likeooh my soul i love you    she finally said she loved me i wed her in a hurry no more callers and i glowed with pride i'm dreaming i feel like screaming i won my woman just before she died   who do you think you are superstar who do you think you are superstar superstar who do we think we are oh my soul i love you baby2embed",https://images.genius.com/27f921ca0c04b8434e0d0f21aa4cc89f.371x371x1.jpg,120,8,2,0,0,51,0,1,0,3,male
29,29,Deep Purple,Knocking at Your Back Door,Knocking at Your Back Door by Deep Purple,1984-09-16,1984,9,16.0,21245,https://genius.com/Deep-purple-knocking-at-your-back-door-lyrics,0,2,3,18 contributorsknocking at your back door lyrics sweet lucy was a dancer but none of us would chance her because she was a samurai she made electric shadows beyond our fingertips and none of us could reach that high she came on like a teaser i had to touch and please her enjoy a little paradise the log was in my pocket when lucy met the rocket she never knew the reason why  i can't deny it with that smile on her face oh it's not the kill it's the thrill of the chase  feel it coming it's knocking at the door you know it's no good running it's not against the law the point of no return now you know the score and now you're learning ahha what's knocking at your back door you might also like sweet nancy was so fancy to get into her pants we had to be the aristocracy the members that she toyed with at her city club were something in diplomacy so we put her on the hit list of a common cunning linguist a master of many tongues now she eases gently from her austin to her bentley suddenly she feels so young  i can't deny it with that smile on her face oh it's not the kill it's the thrill of the chase  feel it coming it's knocking at the door you know it's no good running no it's not against the law the point of no return now you know the score and now you're learning ahha what's knocking at your back door   sweet lucy was a dancer but none of us would chance her because she was a samurai she made electric shadows beyond our fingertips and one of us could reach that high  i can't deny it with that smile on my face ohohoh it's not the kill it's the thrill of the chase  feel it coming knocking at your door you know it's no good running now it's knocking at your door  ahha knocking at your back doorembed,https://images.genius.com/27f921ca0c04b8434e0d0f21aa4cc89f.371x371x1.jpg,125,0,0,3,0,63,0,4,0,36,male
30,30,Deep Purple,Space Truckin’,Space Truckin' by Deep Purple,1972-03-25,1972,3,25.0,16788,https://genius.com/Deep-purple-space-truckin-lyrics,0,1,5,"30 contributorsspace truckin’ lyrics well we had a lot of luck on venus we always had a ball on mars we meet with all the groovy people we rocked the milky way so far  we danced around with borealis we're space truckin' 'round the stars  come on come on come on let's go space truckin' come on come on come on space truckin'  remember when we did the moonshot and pony trekker led the way we moved through the canaveral moonstop and everynaut would dance and sway  got music in our solar system we're space truckin' 'round the stars you might also like come on come on come on let's go space truckin' come on come on come on space truckin'  the fireball that we rode was moving but now we've got a new machine yeah yeah yeah yeah the freaks said ""man this cat can really swing"" they got music in the solar system they rocked around the milky way they danced around with borealis we're space truckin' every day  come on come on come on let's go space truckin' come on come on come on space truckin'   come on come on come on let's go space truckin' come on come on come on space truckin'  yeah yeah yeah space truckin' yeah yeah yeah space truckin' yeah yeah yeah space truckin' yeah yeah yeah yeah yeah yeah yeah yeah yeah space truckin' yeah yeah yeah space truckin'2embed",https://images.genius.com/27f921ca0c04b8434e0d0f21aa4cc89f.371x371x1.jpg,87,0,0,1,0,16,0,0,0,1,male
31,31,Deep Purple,Black Night,Black Night by Deep Purple,1970-06-05,1970,6,5.0,15066,https://genius.com/Deep-purple-black-night-lyrics,0,1,5,15 contributorsblack night lyrics  black night is not right i don't feel so bright i don't care to sit tight  maybe i'll find on the way down the line that i'm free free to be me black night is a long way from home  i don't need a dark tree i don't want a rough sea i can't feel i can't see  maybe i'll find on the way down the line that i'm free free to be me black night is a long way from home   black night black night i don't need black night i can't see dark light you might also like maybe i'll find on the way down the line that i'm free free to be me black night is a long way from home 3embed,https://images.genius.com/27f921ca0c04b8434e0d0f21aa4cc89f.371x371x1.jpg,48,0,0,0,0,6,0,0,0,1,male
32,32,Deep Purple,Lazy,Lazy by Deep Purple,1972-03-25,1972,3,25.0,14485,https://genius.com/Deep-purple-lazy-lyrics,0,1,5,24 contributorslazy lyrics  you're lazy you just stay in bed you're lazy just stay in bed you don't want no money you don't want no bread no if you're drowning you don't clutch no straw no no if you're drowning you don't clutch no straw you don't want to live don't want to cry no more   well my crying ain't done no good i said my trying ain't done no good you don't make no effort no not like you should lazy you just stay in bed lazy you just stay in bed you don't want no money you don't want no bread you might also like3embed,https://images.genius.com/27f921ca0c04b8434e0d0f21aa4cc89f.371x371x1.jpg,40,0,2,0,0,0,0,0,0,15,male
33,33,Deep Purple,All I Got Is You,All I Got Is You by Deep Purple,2017-03-07,2017,3,7.0,13313,https://genius.com/Deep-purple-all-i-got-is-you-lyrics,0,1,6,7 contributorsall i got is you lyrics oh yeah i see the way you roll your eyes the way your purse your lips throw your stuff into a suitcase put your hands upon your hips i'm unmoved by your evil glare the way you toss your head you make stupid accusations by which time i've lost the thread  sometimes i wonder how it is you get to piss me off this much i may be heavyhanded and i lack the tender touch you moan and groan about me staying out and drinking with the guys how 'bout i bring 'em home try that one on for size  there's something awfully wrong with this deal babe any fool could see it's true can't you understand how i feel babe you've got me but all i got is you you might also like  i guess i just don't have it in me to keep you satisfied to be honest with you babe i'm only in it for the ride and you may never bring yourself to take me as i am but in case you haven't noticed i don't give a fucking damn2embed,https://images.genius.com/27f921ca0c04b8434e0d0f21aa4cc89f.371x371x1.jpg,118,0,0,0,0,11,0,1,1,1,male
34,34,Deep Purple,Speed King,Speed King by Deep Purple,1970-06-03,1970,6,3.0,13037,https://genius.com/Deep-purple-speed-king-lyrics,0,1,5,"26 contributorsspeed king lyrics  ""good golly"" said little miss molly when she was rocking in the house of blue light tutti frutti was oh so rooty rocking to the east and west lucille was oh so real when she didn't do her daddy's will come on baby drive me crazy do it do it  'cause i'm a speed king you gotta hear me singing yeah i'm a speed king see me fly  saturday night and i just got paid going to fool about isn't going to save people gonna rock people gonna roll going to have a party to save my soul hardheaded woman and a softhearted man they've been causing trouble since it all began take a little rice take a little beans gonna rock and roll down in new orleans  'cause i'm a speed king you gotta hear me singing yeah i'm a speed king see me fly oh you might also like oh oh come on oh oh ohhh ha ha ha  ""good golly"" said little miss molly when she was rocking in the house of blue light tutti frutti was oh so rooty rocking to the east and west hardheaded woman and a softhearted man they've been causing trouble since it all began take a little rice take a little beans gonna rock and roll down in new orleans  'cause i'm a speed king you gotta hear me singing yeah i'm a speed king see me fly i'm a speed king you gotta hear me singing yeah i'm a speed king see me hahahahahahaha yeah i'm a speed king you gotta hear me singing yeah i'm a speed king see me ohembed",https://images.genius.com/27f921ca0c04b8434e0d0f21aa4cc89f.371x371x1.jpg,97,3,0,0,2,33,0,0,0,0,male
35,35,Deep Purple,Stormbringer,Stormbringer by Deep Purple,,1974,11,,12127,https://genius.com/Deep-purple-stormbringer-lyrics,0,2,2,12 contributorsstormbringer lyrics coming out of nowhere driving like rain stormbringer dance on the thunder again dark cloud gathering breaking the day no point running because it's coming your way  ride the rainbow crack the sky stormbringer coming time to die got to keep running stormbringer coming he's got nothing you need he's going to make you bleed and you know he's gonna get you  rainbow shaker on a stallion twister bareback rider on the eye of the sky stormbringer coming down meaning to stay thunder and lightning heading your way you might also like ride the rainbow crack the sky stormbringer coming time to die got to keep running stormbringer coming he's got nothing you need he's going to make you bleed  coming out of nowhere driving like rain stormbringer dance on the thunder again dark cloud gathering breaking the day no point running because it's coming your way  'cause it's coming your way 'cause it's coming your way 'cause it's coming your way 'cause it's coming your way 'cause it's coming your way2embed,https://images.genius.com/27f921ca0c04b8434e0d0f21aa4cc89f.371x371x1.jpg,64,0,0,0,0,24,0,0,0,7,male
36,36,Deep Purple,Pictures of Home,Pictures of Home by Deep Purple,1972-03-25,1972,3,25.0,10537,https://genius.com/Deep-purple-pictures-of-home-lyrics,0,1,5,22 contributorspictures of home lyrics somebody's shouting up at a mountain only my own words return nobody's up there it's a deception when will i ever learn  i'm alone here with emptiness eagles and snow unfriendliness chilling my body and whispering pictures of home  wondering blindly how can they find me maybe they don't even know my body is shaking anticipating the call of the blackhooded crow  i'm alone here with emptiness eagles and snow unfriendliness chilling my body and taunting with pictures of home  you might also like here in this prison of my own making year after day i have grown into a hero but there's no worship where have they hidden my throne  i'm alone here with emptiness eagles and snow unfriendliness chilling my body and screaming out pictures of home 1embed,https://images.genius.com/27f921ca0c04b8434e0d0f21aa4cc89f.371x371x1.jpg,82,0,0,0,0,22,0,1,0,6,male
